Date,Depth,Avg Ground Temp,Air Temp,Surface Temp,Soil Moisture
2011-08-01,0.84,272.6203944099379,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.85,272.6445333333333,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.89,272.5202857142857,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.91,272.2111333333334,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.92,272.4602204968944,281.8774282506764,273.4964724170173,0.6165806451612903
2011-09-01,-0.01,275.5243,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.0,275.4937666666667,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.01,275.4632333333333,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.02,275.6500458333333,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.03,275.4021666666667,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.034,275.3798695238095,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.04,275.3464238095238,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.05,275.2906809523809,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.07,275.3105105357142,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.08,275.2642597321428,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.1,275.171758125,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.104,274.998095,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.11,275.2947908333334,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.12,274.9426083333333,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.13,275.0646012499999,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.14,274.87325,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.15,274.9986854166666,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.16,274.9573848333333,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.17,275.062956,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.18,274.7345333333333,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.184,274.7244116666667,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.19,274.8381705833334,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.2,274.8015575,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.22,274.6333166666666,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.23,274.7018819642857,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.24,274.7546052380952,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.254,274.5472825,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.26,274.6022064285714,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.27,274.5670155555556,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.28,274.5178088888889,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.29,274.4443933333333,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.3,274.4193955555555,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.31,274.3859222222222,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.33,274.40987,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.334,274.3157568888889,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.35,274.3348372222222,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.36,274.3179255555556,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.37,274.2869596825396,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.39,274.1520377777778,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.4,274.2653219047618,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.41,274.0935666666667,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.414,274.0769266666666,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.42,274.1259480952381,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.43,274.0887999999999,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.45,273.9271666666666,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.46,273.9676529999999,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.484,273.7857266666667,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.49,273.9322453333334,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.51,273.853916,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.52,273.6359666666667,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.53,273.6849766666666,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.56,273.5638296666667,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.58,273.4965191666666,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.59,273.4628639166667,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.6,273.5527923333333,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.61,273.3288375,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.62,273.3006916666666,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.644,273.2331416666667,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.65,273.360235547619,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.68,273.1318166666667,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.69,273.2061901190476,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.71,273.1291674047619,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.72,273.0192333333333,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.74,273.0136333333333,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.8,272.910719047619,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.84,272.8421095238095,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.89,272.7563476190476,275.4655555555556,172.2814631532567,0.6396666666666666
2011-09-01,0.92,272.7048904761904,275.4655555555556,172.2814631532567,0.6396666666666666
2011-10-01,-0.01,271.7258870967742,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.0,271.9745443548387,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.01,272.2232016129032,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.02,272.4604556451613,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.03,272.7205161290323,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.034,272.7375926267281,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.04,272.7632073732718,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.05,272.8058986175115,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.07,272.9501192223502,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.08,272.9795848243087,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.1,273.0385160282259,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.104,273.0226241935484,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.11,273.0739171774193,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.12,273.0357016129033,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.13,273.0751360483871,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.14,273.0520483870968,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.15,273.0871207258065,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.16,273.0910903225807,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.17,273.1135512903226,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.18,273.0847419354839,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.184,273.0849,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.19,273.09911,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.2,273.099190483871,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.22,273.0863225806451,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.23,273.0965669354838,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.24,273.1042719354839,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.254,273.0876661290323,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.26,273.0939433870968,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.27,273.0920293548387,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.28,273.0929235483871,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.29,273.0828516129033,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.3,273.0947119354838,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.31,273.0794838709677,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.33,273.0997433870967,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.334,273.0754425806451,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.35,273.0834083064515,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.36,273.0811475806452,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.37,273.0795071198157,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.39,273.0660129032258,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.4,273.0848424423963,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.41,273.0626451612903,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.414,273.0616894623656,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.42,273.0709521274962,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.43,273.0689589784946,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.45,273.053088172043,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.46,273.0652469119623,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.484,273.0449647311828,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.49,273.0795385080645,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.51,273.0793675806452,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.52,273.0363634408602,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.53,273.0565854233871,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.56,273.0528733568549,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.58,273.0487677318549,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.59,273.0467149193549,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.6,273.062064516129,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.61,273.0067056451613,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.62,273.0026854838709,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.644,272.9930370967742,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.65,273.0222949308755,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.68,272.978564516129,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.69,272.9904792626728,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.71,272.9745714285714,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.72,272.9624838709677,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.74,272.9507096774194,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.8,272.87666359447,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.84,272.8272995391705,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.89,272.765594470046,267.3512258064516,220.785735483871,0.5613900504146755
2011-10-01,0.92,272.7285714285714,267.3512258064516,220.785735483871,0.5613900504146755
2011-11-01,-0.01,266.78925,250.4527222222222,237.7814025641026,0.5235272653834707
2011-11-01,0.0,267.2077791666667,250.4527222222222,237.7814025641026,0.5235272653834707
2011-11-01,0.01,267.6263083333333,250.4527222222222,237.7814025641026,0.5235272653834707
2011-11-01,0.02,270.995425,250.4527222222222,237.7814025641026,0.5235272653834707
2011-11-01,0.03,268.4633666666667,250.4527222222222,237.7814025641026,0.5235272653834707
2011-11-01,0.034,268.5378314285714,250.4527222222222,237.7814025641026,0.5235272653834707
2011-11-01,0.04,268.6495285714285,250.4527222222222,237.7814025641026,0.5235272653834707
2011-11-01,0.05,268.8356904761905,250.4527222222222,237.7814025641026,0.5235272653834707
2011-11-01,0.07,270.4547113095238,250.4527222222222,237.7814025641026,0.5235272653834707
2011-11-01,0.08,270.5877026785714,250.4527222222222,237.7814025641026,0.5235272653834707
2011-11-01,0.1,270.8536854166666,250.4527222222222,237.7814025641026,0.5235272653834707
2011-11-01,0.104,269.82087,250.4527222222222,237.7814025641026,0.5235272653834707
2011-11-01,0.11,272.0206916666667,250.4527222222222,237.7814025641026,0.5235272653834707
2011-11-01,0.12,270.03835,250.4527222222222,237.7814025641026,0.5235272653834707
2011-11-01,0.13,271.1773041666667,250.4527222222222,237.7814025641026,0.5235272653834707
